Region,Year,Month,rainfall_mm,temp_avg_c,temp_max_c,temp_min_c
South South,2004,10,2.11,25.63,30.59,22.41
South South,2004,11,3.24,25.98,31.72,22.23
South South,2004,12,0.03,26.67,32.21,22.67
South South,2005,1,0.02,24.2,31.94,14.12
South South,2005,2,1.33,27.34,32.48,22.92
South South,2005,3,3.56,27.23,31.41,23.84
South South,2005,4,1.66,27.27,31.9,23.51
South South,2005,5,1.75,26.47,31.19,23.25
South South,2005,6,5.63,25.78,31.46,22.64
South South,2005,7,2.05,25.2,30.02,22.35
South South,2005,8,6.86,25.0,30.83,21.39
South South,2005,9,25.48,25.23,29.91,22.37
South South,2005,10,5.53,25.45,31.06,22.51
South South,2005,11,1.71,26.52,31.86,23.09
South South,2005,12,0.15,26.31,32.16,21.27
South South,2006,1,1.13,26.45,31.29,23.13
South South,2006,2,1.65,26.92,32.99,23.56
South South,2006,3,2.86,26.74,32.33,23.58
South South,2006,4,2.17,26.89,31.35,24.02
South South,2006,5,7.56,26.21,31.32,23.29
South South,2006,6,7.04,25.83,30.68,22.54
South South,2006,7,6.02,25.15,29.85,21.97
South South,2006,8,25.08,24.55,29.08,21.17
South South,2006,9,11.69,24.72,29.97,22.21
South South,2006,10,3.28,25.82,30.15,22.93
South South,2006,11,1.23,26.15,31.66,22.98
South South,2006,12,0.03,25.94,31.93,16.85
South South,2007,1,0.01,23.83,32.88,14.23
South South,2007,2,2.72,26.94,32.83,21.33
South South,2007,3,1.49,26.98,32.47,23.57
South South,2007,4,6.24,26.82,32.08,23.72
South South,2007,5,5.19,26.53,31.39,23.2
South South,2007,6,23.54,25.26,29.25,22.41
South South,2007,7,17.6,24.73,29.2,21.79
South South,2007,8,21.62,24.61,28.41,22.01
South South,2007,9,19.68,25.05,29.85,22.44
South South,2007,10,12.3,25.16,29.74,22.61
South South,2007,11,6.9,25.79,31.8,22.38
South South,2007,12,2.48,25.41,31.26,16.26
South South,2008,1,0.28,24.4,30.89,15.72
South South,2008,2,0.61,25.76,32.12,18.18
South South,2008,3,3.93,26.39,31.21,23.32
South South,2008,4,6.59,26.35,32.37,23.13
South South,2008,5,2.05,26.35,31.9,23.3
South South,2008,6,5.9,25.61,30.47,22.71
South South,2008,7,5.8,25.07,29.95,22.06
South South,2008,8,6.0,24.93,29.37,21.99
South South,2008,9,13.95,25.3,31.3,22.09
South South,2008,10,4.98,25.71,31.45,22.71
South South,2008,11,0.24,26.33,31.82,22.6
South South,2008,12,0.87,26.01,31.87,18.22
South South,2009,1,3.17,26.16,31.63,21.01
South South,2009,2,1.58,26.61,32.1,23.23
South South,2009,3,2.29,27.01,32.48,23.93
South South,2009,4,3.34,26.45,32.03,23.39
South South,2009,5,8.11,26.37,31.05,23.03
South South,2009,6,14.14,25.55,30.12,22.4
South South,2009,7,8.44,24.91,29.72,21.6
South South,2009,8,11.62,24.86,29.28,22.54
South South,2009,9,4.89,25.29,30.43,22.41
South South,2009,10,11.12,25.39,29.95,22.86
South South,2009,11,4.16,26.08,31.37,20.81
South South,2009,12,0.0,26.69,32.88,20.19
South South,2010,1,2.51,26.8,32.37,18.85
South South,2010,2,1.16,27.29,32.79,20.69
South South,2010,3,1.25,27.27,32.5,22.28
South South,2010,4,5.74,27.45,32.81,23.02
South South,2010,5,7.7,26.98,32.98,24.12
South South,2010,6,10.04,25.91,30.57,22.62
South South,2010,7,5.76,25.0,30.6,22.0
South South,2010,8,11.06,24.94,29.7,22.08
South South,2010,9,17.21,24.96,29.47,21.85
South South,2010,10,9.11,25.39,30.41,22.4
South South,2010,11,3.87,26.01,31.69,22.96
South South,2010,12,2.03,26.12,31.56,17.54
South South,2011,1,0.22,25.33,32.34,15.76
South South,2011,2,3.99,26.36,32.36,22.12
South South,2011,3,1.14,26.79,32.53,22.7
South South,2011,4,3.03,26.69,31.19,23.49
South South,2011,5,9.64,26.43,31.69,23.57
South South,2011,6,10.07,25.59,30.94,22.82
South South,2011,7,12.67,24.77,29.53,21.99
South South,2011,8,13.75,24.61,29.05,21.85
South South,2011,9,9.58,25.05,29.57,21.42
South South,2011,10,9.05,25.37,29.97,22.42
South South,2011,11,2.28,26.02,31.28,21.05
South South,2011,12,0.05,25.08,31.83,16.39
South South,2012,1,0.2,25.18,30.81,16.96
South South,2012,2,2.67,26.13,31.77,22.27
South South,2012,3,3.0,26.81,32.45,23.18
South South,2012,4,7.52,26.46,31.07,23.49
South South,2012,5,4.03,26.16,30.55,23.02
South South,2012,6,10.16,25.33,30.8,22.1
South South,2012,7,7.79,24.76,29.26,21.85
South South,2012,8,9.14,24.55,29.52,20.83
South South,2012,9,10.61,24.99,29.39,22.32
South South,2012,10,8.12,25.36,30.19,22.31
South South,2012,11,3.4,26.0,31.72,22.67
South South,2012,12,2.14,25.28,30.99,17.02
South South,2013,1,0.7,25.93,31.61,17.87
South South,2013,2,1.79,26.41,32.96,16.85
South South,2013,3,3.37,26.87,32.22,23.51
South South,2013,4,5.39,26.81,31.99,23.79
South South,2013,5,8.49,26.21,31.48,23.51
South South,2013,6,11.42,25.31,29.79,22.52
South South,2013,7,5.29,24.49,29.04,21.78
South South,2013,8,6.17,24.48,29.72,21.15
South South,2013,9,11.52,24.84,29.66,21.94
South South,2013,10,14.12,25.33,30.17,22.09
South South,2013,11,10.2,25.83,30.92,23.0
South South,2013,12,5.72,25.47,31.73,16.64
South South,2014,1,1.4,26.42,31.6,21.83
South South,2014,2,1.12,26.86,32.4,22.96
South South,2014,3,1.45,26.64,31.68,23.65
South South,2014,4,4.22,26.61,30.94,23.36
South South,2014,5,6.54,26.58,32.76,23.49
South South,2014,6,3.11,25.92,30.86,22.9
South South,2014,7,6.49,25.05,30.61,21.75
South South,2014,8,5.46,24.77,30.13,21.49
South South,2014,9,7.34,24.9,29.9,22.17
South South,2014,10,4.23,25.54,30.63,22.29
South South,2014,11,2.18,26.18,32.24,22.75
South South,2014,12,0.02,26.55,31.93,18.86
South South,2015,1,0.14,24.54,32.13,13.52
South South,2015,2,1.45,26.88,32.99,23.41
South South,2015,3,5.22,26.86,32.0,23.49
South South,2015,4,1.95,26.79,32.19,23.61
South South,2015,5,2.43,26.59,31.58,23.2
South South,2015,6,10.98,25.33,29.66,22.29
South South,2015,7,10.35,25.31,30.69,21.54
South South,2015,8,6.1,25.07,29.78,22.47
South South,2015,9,9.87,25.24,30.36,22.29
South South,2015,10,9.22,25.65,29.99,22.99
South South,2015,11,5.11,26.4,32.12,22.82
South South,2015,12,0.03,24.24,30.6,15.18
South South,2016,1,0.78,25.95,33.21,16.37
South South,2016,2,0.32,27.3,33.69,20.21
South South,2016,3,6.54,27.43,33.46,24.17
South South,2016,4,2.89,27.37,32.03,24.29
South South,2016,5,8.54,26.63,31.21,23.25
South South,2016,6,6.88,25.75,31.21,22.41
South South,2016,7,9.69,24.99,30.49,22.01
South South,2016,8,14.68,24.87,29.09,22.18
South South,2016,9,9.98,25.1,29.36,22.25
South South,2016,10,8.05,26.01,32.16,23.1
South South,2016,11,3.53,26.7,31.98,23.2
South South,2016,12,1.08,26.29,32.31,18.52
South South,2017,1,0.47,26.3,31.37,18.29
South South,2017,2,0.75,26.91,32.63,20.5
South South,2017,3,6.07,27.04,31.98,24.06
South South,2017,4,8.33,26.99,32.22,21.67
South South,2017,5,7.44,26.71,31.17,22.86
South South,2017,6,16.9,25.88,30.98,22.89
South South,2017,7,30.33,24.99,29.39,21.79
South South,2017,8,8.25,24.7,29.51,21.41
South South,2017,9,14.35,25.07,29.66,22.46
South South,2017,10,6.06,25.9,31.22,22.86
South South,2017,11,1.32,26.25,31.35,21.38
South South,2017,12,0.35,26.51,32.28,20.64
South South,2018,1,0.02,25.53,32.32,14.25
South South,2018,2,7.19,27.03,34.13,20.86
South South,2018,3,7.36,26.62,31.01,23.26
South South,2018,4,2.69,26.57,31.64,23.4
South South,2018,5,8.97,26.28,30.73,23.5
South South,2018,6,18.54,25.55,30.67,22.02
South South,2018,7,15.75,25.13,29.95,21.33
South South,2018,8,11.78,24.84,30.25,21.38
South South,2018,9,16.04,25.27,30.01,22.83
South South,2018,10,9.45,25.82,30.68,22.33
South South,2018,11,8.04,26.75,32.07,23.27
South South,2018,12,0.06,26.34,31.92,19.13
South South,2019,1,1.21,26.35,32.27,18.83
South South,2019,2,0.83,26.8,32.47,20.21
South South,2019,3,4.11,27.05,31.99,23.57
South South,2019,4,1.56,27.39,32.53,23.36
South South,2019,5,9.56,26.64,31.76,23.27
South South,2019,6,21.22,26.03,30.79,23.07
South South,2019,7,9.82,25.13,29.59,22.32
South South,2019,8,17.87,24.96,29.17,22.09
South South,2019,9,17.39,25.43,30.52,22.68
South South,2019,10,15.58,25.31,29.82,22.36
South South,2019,11,8.92,26.53,31.84,23.09
South South,2019,12,0.66,26.42,32.34,18.55
South South,2020,1,0.01,25.55,32.93,15.93
South South,2020,2,0.03,27.23,33.19,19.1
South South,2020,3,9.57,27.41,32.89,21.67
South South,2020,4,6.43,27.14,33.54,22.6
South South,2020,5,8.25,26.81,31.63,23.93
South South,2020,6,14.48,25.62,30.43,22.5
South South,2020,7,19.44,24.87,30.02,22.11
South South,2020,8,6.5,24.68,30.14,20.48
South South,2020,9,26.69,24.99,29.83,22.2
South South,2020,10,9.16,25.62,30.96,22.41
South South,2020,11,11.28,26.64,31.37,23.22
South South,2020,12,2.82,26.49,31.8,22.78
South South,2021,1,3.02,26.65,31.69,20.16
South South,2021,2,1.35,26.92,32.44,19.56
South South,2021,3,4.39,26.71,32.08,23.29
South South,2021,4,14.18,26.91,33.3,23.54
South South,2021,5,9.67,26.61,31.14,23.76
South South,2021,6,13.56,25.9,32.32,22.59
South South,2021,7,8.15,25.11,29.49,21.56
South South,2021,8,19.53,25.09,29.54,22.13
South South,2021,9,12.25,25.4,29.95,22.44
South South,2021,10,7.86,26.0,32.17,23.0
South South,2021,11,14.31,26.15,31.81,22.83
South South,2021,12,6.21,26.01,32.0,18.67
South South,2022,1,7.25,24.8,31.84,15.08
South South,2022,2,0.17,26.4,32.86,17.4
South South,2022,3,2.43,27.09,32.09,24.17
South South,2022,4,8.77,26.66,33.37,23.16
South South,2022,5,8.76,26.45,31.24,22.81
South South,2022,6,10.31,25.54,30.45,22.71
South South,2022,7,7.88,24.99,29.45,21.53
South South,2022,8,7.72,24.82,29.81,21.18
South South,2022,9,9.05,25.21,30.55,22.54
South South,2022,10,5.69,25.99,31.41,22.12
South South,2022,11,3.61,26.69,32.38,22.94
South South,2022,12,2.38,25.73,31.26,17.19
South South,2023,1,0.51,25.68,31.87,16.87
South South,2023,2,1.89,26.6,33.16,18.7
South South,2023,3,6.28,26.65,32.26,22.94
South South,2023,4,5.41,26.88,32.48,23.69
South South,2023,5,6.52,27.09,32.56,23.65
South South,2023,6,8.95,25.75,30.16,22.03
South South,2023,7,8.43,25.71,31.07,22.51
South South,2023,8,3.17,25.6,31.09,22.31
South South,2023,9,7.54,25.87,30.88,23.12
South South,2023,10,4.72,26.37,31.01,22.95
South South,2023,11,6.04,26.6,31.59,23.0
South South,2023,12,0.17,26.84,32.13,18.71
South West,1990,1,0.25,26.62,30.75,23.57
South West,1990,2,2.43,27.08,31.15,21.31
South West,1990,3,1.07,27.73,32.02,23.28
South West,1990,4,5.51,27.29,30.59,25.26
South West,1990,5,5.53,26.45,29.38,24.4
South West,1990,6,5.08,26.11,29.11,23.5
South West,1990,7,7.92,24.89,27.78,22.96
South West,1990,8,2.18,24.53,28.13,22.13
South West,1990,9,5.75,25.01,27.92,23.19
South West,1990,10,5.09,25.68,28.88,23.08
South West,1990,11,0.86,26.54,30.1,24.18
South West,1990,12,3.32,26.55,30.4,22.42
South West,1991,1,0.69,26.74,31.14,19.79
South West,1991,2,0.71,27.44,31.49,24.91
South West,1991,3,1.48,27.49,31.03,24.93
South West,1991,4,7.23,26.86,29.97,24.61
South West,1991,5,4.9,26.69,29.9,24.69
South West,1991,6,5.15,26.12,29.33,24.01
South West,1991,7,14.42,24.99,27.91,22.92
South West,1991,8,2.98,24.38,27.4,22.64
South West,1991,9,5.45,25.31,28.58,23.1
South West,1991,10,4.0,25.07,28.46,22.76
South West,1991,11,0.05,26.45,29.69,23.87
South West,1991,12,0.76,26.08,30.5,21.24
South West,1992,1,0.0,24.79,30.8,16.35
South West,1992,2,0.06,27.04,32.2,20.99
South West,1992,3,1.4,27.73,32.12,24.7
South West,1992,4,5.18,27.19,30.35,24.72
South West,1992,5,9.16,26.45,29.41,24.22
South West,1992,6,8.36,25.52,28.34,23.4
South West,1992,7,3.29,24.44,27.38,22.92
South West,1992,8,1.43,24.3,27.53,21.84
South West,1992,9,7.57,24.73,28.13,22.84
South West,1992,10,2.98,25.62,29.22,23.23
South West,1992,11,1.0,25.86,30.19,20.72
South West,1992,12,0.06,26.27,30.6,21.22
South West,1993,1,0.02,25.74,31.24,18.75
South West,1993,2,1.63,27.0,31.64,20.67
South West,1993,3,2.3,27.08,31.3,21.45
South West,1993,4,3.57,27.28,31.36,25.1
South West,1993,5,7.07,26.96,29.85,25.28
South West,1993,6,10.28,25.93,29.05,24.15
South West,1993,7,8.53,24.58,27.85,22.3
South West,1993,8,4.58,24.55,27.49,22.52
South West,1993,9,9.06,24.97,28.06,23.13
South West,1993,10,4.61,26.04,29.27,23.48
South West,1993,11,1.95,26.44,29.8,22.82
South West,1993,12,0.68,26.53,30.8,21.71
South West,1994,1,0.3,26.45,30.88,20.68
South West,1994,2,0.87,27.39,31.84,22.6
South West,1994,3,4.57,27.08,30.62,24.84
South West,1994,4,5.78,27.1,30.65,24.97
South West,1994,5,4.65,26.49,29.49,24.38
South West,1994,6,5.84,25.77,28.92,23.59
South West,1994,7,6.4,24.85,27.89,23.05
South West,1994,8,2.69,24.98,27.86,23.21
South West,1994,9,6.09,25.06,28.69,23.21
South West,1994,10,10.29,25.52,29.29,23.39
South West,1994,11,1.0,26.44,29.74,23.35
South West,1994,12,0.0,25.55,30.77,20.27
South West,1995,1,1.33,26.51,30.48,21.61
South West,1995,2,1.15,27.28,32.0,22.83
South West,1995,3,5.29,27.32,31.47,24.0
South West,1995,4,6.32,27.27,30.37,24.91
South West,1995,5,4.95,26.86,29.88,24.83
South West,1995,6,8.43,26.18,29.27,23.95
South West,1995,7,9.48,24.95,28.49,22.91
South West,1995,8,9.19,24.91,28.01,23.19
South West,1995,9,7.52,25.02,27.91,23.35
South West,1995,10,4.56,25.49,28.99,23.4
South West,1995,11,1.16,26.52,30.17,22.7
South West,1995,12,0.34,26.53,30.47,21.37
South West,1996,1,0.02,26.76,30.91,22.74
South West,1996,2,2.11,27.06,30.86,23.99
South West,1996,3,4.85,27.12,30.36,24.89
South West,1996,4,2.31,27.33,30.17,25.34
South West,1996,5,6.48,26.92,29.8,23.88
South West,1996,6,12.77,25.8,29.02,24.04
South West,1996,7,8.4,24.76,27.99,22.66
South West,1996,8,4.94,24.6,27.78,22.75
South West,1996,9,3.16,24.76,27.97,22.78
South West,1996,10,4.3,25.24,29.38,22.71
South West,1996,11,0.52,26.49,30.07,22.36
South West,1996,12,0.13,26.51,30.04,23.75
South West,1997,1,1.35,26.31,30.53,21.83
South West,1997,2,0.02,26.43,31.53,19.61
South West,1997,3,6.88,27.35,31.88,23.86
South West,1997,4,7.12,26.34,30.23,24.0
South West,1997,5,7.17,26.62,29.79,24.51
South West,1997,6,14.43,25.79,28.96,23.83
South West,1997,7,6.0,24.54,27.74,22.42
South West,1997,8,4.61,24.2,27.63,21.7
South West,1997,9,3.63,25.45,28.67,23.21
South West,1997,10,4.29,26.36,29.33,24.28
South West,1997,11,0.9,26.96,30.26,24.7
South West,1997,12,2.62,26.7,30.57,22.07
South West,1998,1,0.44,26.12,31.1,19.63
South West,1998,2,0.87,28.19,32.32,23.04
South West,1998,3,0.26,28.33,32.22,24.57
South West,1998,4,3.83,28.3,31.8,25.81
South West,1998,5,6.64,27.62,31.0,25.56
South West,1998,6,5.39,26.35,29.31,24.35
South West,1998,7,2.23,25.21,28.42,23.13
South West,1998,8,3.53,24.58,29.16,22.25
South West,1998,9,5.05,25.46,29.27,23.31
South West,1998,10,9.44,25.95,29.6,23.8
South West,1998,11,1.84,27.2,30.41,23.97
South West,1998,12,0.05,26.54,30.5,20.71
South West,1999,1,0.99,26.67,31.3,20.88
South West,1999,2,1.17,27.18,31.01,22.08
South West,1999,3,1.1,27.49,30.73,25.31
South West,1999,4,4.07,27.37,30.52,25.15
South West,1999,5,2.34,26.93,30.08,24.86
South West,1999,6,8.94,26.19,29.66,23.58
South West,1999,7,10.16,25.01,27.92,23.22
South West,1999,8,5.89,24.97,28.46,22.76
South West,1999,9,2.78,25.07,28.44,23.05
South West,1999,10,4.95,25.42,28.91,23.5
South West,1999,11,1.84,26.39,29.64,23.61
South West,1999,12,0.38,26.7,30.6,21.7
South West,2000,1,0.02,26.91,31.39,22.09
South West,2000,2,0.02,26.37,31.71,19.1
South West,2000,3,1.66,27.68,32.19,24.27
South West,2000,4,2.62,27.3,30.32,25.33
South West,2000,5,3.13,27.38,30.76,24.42
South West,2000,6,5.55,25.67,28.64,23.52
South West,2000,7,6.51,25.03,28.09,23.0
South West,2000,8,1.73,24.58,27.97,21.79
South West,2000,9,3.97,24.9,28.52,22.92
South West,2000,10,4.08,25.83,29.93,23.48
South West,2000,11,1.6,26.94,30.48,24.39
South West,2000,12,0.34,26.79,31.7,20.14
South West,2001,1,0.02,26.44,30.86,21.21
South West,2001,2,0.1,26.84,31.53,18.7
South West,2001,3,0.6,27.91,31.29,25.71
South West,2001,4,9.02,27.31,30.26,24.94
South West,2001,5,9.01,26.89,29.57,24.61
South West,2001,6,7.96,25.72,28.63,23.38
South West,2001,7,4.25,25.04,28.35,22.98
South West,2001,8,1.3,24.24,27.91,22.01
South West,2001,9,7.0,24.88,28.17,22.55
South West,2001,10,3.44,26.17,30.06,23.72
South West,2001,11,2.56,26.74,30.4,24.2
South West,2001,12,1.65,27.11,30.82,22.19
South West,2002,1,0.63,25.91,30.52,19.76
South West,2002,2,0.03,27.42,31.9,20.6
South West,2002,3,2.76,27.7,31.9,25.38
South West,2002,4,4.6,27.41,30.58,25.26
South West,2002,5,2.41,27.56,30.43,24.94
South West,2002,6,10.11,26.02,28.97,24.07
South West,2002,7,11.65,25.32,28.34,23.35
South West,2002,8,3.25,24.81,28.07,22.78
South West,2002,9,3.21,25.1,28.81,22.79
South West,2002,10,8.94,25.74,29.13,23.44
South West,2002,11,0.92,26.69,30.36,23.86
South West,2002,12,0.0,26.21,30.82,19.63
South West,2003,1,2.4,26.4,31.0,19.32
South West,2003,2,1.24,27.78,31.88,25.07
South West,2003,3,0.55,27.95,31.32,25.67
South West,2003,4,11.71,27.32,30.84,24.77
South West,2003,5,3.74,27.29,30.0,24.88
South West,2003,6,5.87,25.84,28.67,23.51
South West,2003,7,3.16,24.78,27.65,22.29
South West,2003,8,1.89,25.12,28.29,22.6
South West,2003,9,10.27,25.46,29.8,23.67
South West,2003,10,7.16,26.4,29.7,24.35
South West,2003,11,1.94,26.83,30.22,24.43
South West,2003,12,0.05,26.52,30.04,21.64
South West,2004,1,1.31,26.55,30.94,22.43
South West,2004,2,0.81,26.86,31.09,21.0
South West,2004,3,1.41,27.69,31.41,21.29
South West,2004,4,5.57,27.13,30.1,24.99
South West,2004,5,10.18,26.96,29.72,24.46
South West,2004,6,4.44,25.93,28.47,23.93
South West,2004,7,7.55,24.65,27.82,22.35
South West,2004,8,4.35,24.84,28.07,22.58
South West,2004,9,9.33,25.51,28.32,23.75
South West,2004,10,5.94,26.14,29.41,24.17
South West,2004,11,1.31,26.79,29.94,24.17
South West,2004,12,0.0,27.09,30.44,22.94
South West,2005,1,0.0,24.92,30.04,17.6
South West,2005,2,1.15,27.75,31.51,22.99
South West,2005,3,2.54,27.78,30.6,25.31
South West,2005,4,1.75,28.02,30.7,26.14
South West,2005,5,2.33,27.1,30.11,24.68
South West,2005,6,12.98,26.25,29.51,23.79
South West,2005,7,2.74,25.29,28.57,23.07
South West,2005,8,3.59,24.53,27.76,22.37
South West,2005,9,5.11,25.48,28.75,23.04
South West,2005,10,2.6,26.12,29.7,23.98
South West,2005,11,1.11,27.13,30.62,24.69
South West,2005,12,0.04,27.11,31.14,23.7
South West,2006,1,0.31,27.22,30.82,24.95
South West,2006,2,0.71,27.74,31.68,25.72
South West,2006,3,2.36,27.51,30.78,25.16
South West,2006,4,0.99,27.92,31.79,25.7
South West,2006,5,5.8,26.82,30.21,24.24
South West,2006,6,3.98,26.38,29.49,24.29
South West,2006,7,7.11,25.62,28.89,23.24
South West,2006,8,9.17,24.83,27.73,22.48
South West,2006,9,8.79,25.22,28.64,23.6
South West,2006,10,3.24,26.3,28.98,24.02
South West,2006,11,1.67,26.7,30.09,22.69
South West,2006,12,0.02,26.8,30.4,21.0
South West,2007,1,0.0,24.91,30.94,18.23
South West,2007,2,0.35,27.57,31.45,21.7
South West,2007,3,1.28,27.83,31.05,25.58
South West,2007,4,4.15,27.46,29.92,25.37
South West,2007,5,7.29,27.1,30.18,25.04
South West,2007,6,12.48,26.03,28.92,24.08
South West,2007,7,6.49,25.35,27.96,23.63
South West,2007,8,7.19,24.94,27.51,23.0
South West,2007,9,12.84,25.5,28.92,23.48
South West,2007,10,7.82,25.71,28.85,23.82
South West,2007,11,1.92,26.67,30.71,24.05
South West,2007,12,1.69,26.21,30.08,20.03
South West,2008,1,0.1,24.93,29.52,17.77
South West,2008,2,0.6,26.36,30.96,19.91
South West,2008,3,1.58,27.14,30.43,24.89
South West,2008,4,2.39,27.31,30.51,25.01
South West,2008,5,4.03,27.01,29.91,24.8
South West,2008,6,12.0,26.12,28.82,24.01
South West,2008,7,14.58,25.28,28.07,23.5
South West,2008,8,4.77,25.03,27.79,22.81
South West,2008,9,7.87,25.55,28.73,23.58
South West,2008,10,4.78,26.23,29.67,24.17
South West,2008,11,1.14,26.83,30.33,23.9
South West,2008,12,0.96,26.5,30.39,21.49
South West,2009,1,1.25,26.34,30.51,20.55
South West,2009,2,0.85,27.04,30.38,24.99
South West,2009,3,1.99,27.49,30.12,25.36
South West,2009,4,5.48,27.05,30.04,24.96
South West,2009,5,5.93,26.93,29.63,24.83
South West,2009,6,9.41,26.27,29.13,23.92
South West,2009,7,9.34,25.36,28.61,22.98
South West,2009,8,2.72,24.77,28.05,23.02
South West,2009,9,5.83,25.45,28.36,23.23
South West,2009,10,10.01,25.91,29.71,24.09
South West,2009,11,2.57,26.6,30.07,23.29
South West,2009,12,0.0,27.15,30.92,23.01
South West,2010,1,0.64,27.19,30.79,22.17
South West,2010,2,1.31,27.86,31.7,25.12
South West,2010,3,2.48,27.88,30.5,24.07
South West,2010,4,3.57,28.08,31.92,25.19
South West,2010,5,7.5,27.5,29.89,25.38
South West,2010,6,9.42,26.49,29.22,24.47
South West,2010,7,7.01,25.34,28.41,23.16
South West,2010,8,9.45,25.16,28.36,22.65
South West,2010,9,17.25,25.43,28.98,23.28
South West,2010,10,8.17,25.99,28.86,24.03
South West,2010,11,4.45,26.74,30.18,24.48
South West,2010,12,2.96,26.66,30.31,21.5
South West,2011,1,0.06,25.76,30.67,18.46
South West,2011,2,3.45,26.84,30.04,24.37
South West,2011,3,1.43,27.43,30.52,25.26
South West,2011,4,2.97,27.28,30.18,24.89
South West,2011,5,6.94,27.14,29.84,25.18
South West,2011,6,8.29,26.18,29.33,24.2
South West,2011,7,8.96,25.14,27.98,22.97
South West,2011,8,4.52,24.78,27.4,22.56
South West,2011,9,7.4,25.33,28.48,22.91
South West,2011,10,9.03,25.97,29.04,23.38
South West,2011,11,4.0,26.71,30.02,23.81
South West,2011,12,0.05,26.15,30.14,20.63
South West,2012,1,0.54,26.06,29.99,20.31
South West,2012,2,2.37,26.7,29.9,24.72
South West,2012,3,2.17,27.27,30.88,23.88
South West,2012,4,7.98,27.1,30.06,24.79
South West,2012,5,8.31,26.73,29.85,24.63
South West,2012,6,10.45,25.87,29.1,23.64
South West,2012,7,6.93,25.21,27.99,23.01
South West,2012,8,3.25,24.54,27.56,21.51
South West,2012,9,12.59,25.26,29.04,23.23
South West,2012,10,8.94,25.89,29.19,23.58
South West,2012,11,5.73,26.58,30.24,24.33
South West,2012,12,2.46,26.39,29.78,21.76
South West,2013,1,3.44,26.57,30.35,20.06
South West,2013,2,1.92,26.8,30.28,20.55
South West,2013,3,3.16,27.53,30.4,25.29
South West,2013,4,5.42,27.4,29.97,25.37
South West,2013,5,7.79,26.78,29.66,24.44
South West,2013,6,4.65,25.97,28.69,23.94
South West,2013,7,9.83,24.85,27.86,22.86
South West,2013,8,2.2,24.52,27.71,21.69
South West,2013,9,6.07,25.27,28.64,23.3
South West,2013,10,3.6,25.92,29.01,23.3
South West,2013,11,2.72,26.62,30.39,24.89
South West,2013,12,1.12,26.13,30.41,19.45
South West,2014,1,3.67,26.79,30.2,24.44
South West,2014,2,1.72,27.02,30.6,24.22
South West,2014,3,2.82,27.27,30.09,24.98
South West,2014,4,4.39,27.32,29.89,25.43
South West,2014,5,10.96,27.16,30.33,24.92
South West,2014,6,4.88,26.35,28.91,24.48
South West,2014,7,7.07,25.53,28.28,23.75
South West,2014,8,7.04,24.76,28.21,22.66
South West,2014,9,9.78,25.08,28.42,23.2
South West,2014,10,8.93,25.94,29.42,24.0
South West,2014,11,3.58,26.57,29.95,24.25
South West,2014,12,0.16,26.75,30.34,21.31
South West,2015,1,0.03,24.8,30.19,15.82
South West,2015,2,1.39,27.16,30.44,25.02
South West,2015,3,7.13,27.37,30.99,25.51
South West,2015,4,2.67,27.42,30.8,24.95
South West,2015,5,4.76,27.25,29.94,24.51
South West,2015,6,8.12,26.04,28.49,24.36
South West,2015,7,3.73,25.48,28.6,23.06
South West,2015,8,2.69,25.15,28.09,23.49
South West,2015,9,6.71,25.4,28.61,23.47
South West,2015,10,5.36,26.29,29.1,24.09
South West,2015,11,2.31,26.96,30.57,24.61
South West,2015,12,0.05,24.64,28.86,18.02
South West,2016,1,0.98,25.8,30.98,18.58
South West,2016,2,0.05,27.18,31.89,20.37
South West,2016,3,4.44,28.06,31.54,25.84
South West,2016,4,4.04,27.94,30.72,25.5
South West,2016,5,6.3,27.16,30.08,24.81
South West,2016,6,8.17,26.05,29.7,23.78
South West,2016,7,4.83,25.34,28.57,23.55
South West,2016,8,4.33,25.17,28.27,23.4
South West,2016,9,14.78,25.51,29.15,23.77
South West,2016,10,11.31,26.49,30.26,24.28
South West,2016,11,1.88,27.38,30.65,24.54
South West,2016,12,0.25,26.89,30.89,21.22
South West,2017,1,0.09,26.59,30.36,21.48
South West,2017,2,0.42,27.18,31.19,21.41
South West,2017,3,2.79,27.68,31.1,25.72
South West,2017,4,3.06,27.77,30.33,25.9
South West,2017,5,7.68,27.41,30.19,24.96
South West,2017,6,10.81,26.48,29.96,23.95
South West,2017,7,10.2,25.41,28.39,23.18
South West,2017,8,4.86,24.87,27.98,22.96
South West,2017,9,6.7,25.38,28.73,23.17
South West,2017,10,5.51,26.34,29.67,24.17
South West,2017,11,2.1,26.79,30.06,23.96
South West,2017,12,2.01,26.56,30.34,21.6
South West,2018,1,0.0,25.6,30.47,18.1
South West,2018,2,1.63,27.2,31.03,21.84
South West,2018,3,1.42,27.32,30.14,25.01
South West,2018,4,1.62,27.35,29.85,25.07
South West,2018,5,7.31,26.87,29.77,24.61
South West,2018,6,8.54,26.18,29.34,23.75
South West,2018,7,9.67,25.44,28.46,23.03
South West,2018,8,6.28,25.12,28.16,23.24
South West,2018,9,10.49,25.66,28.93,23.67
South West,2018,10,7.89,26.42,30.58,23.64
South West,2018,11,4.54,27.22,30.68,24.62
South West,2018,12,0.36,26.63,30.38,20.88
South West,2019,1,2.65,27.03,30.8,22.62
South West,2019,2,3.09,27.42,30.99,22.98
