Region,Year,Month,rainfall_mm,temp_avg_c,temp_max_c,temp_min_c
North Central,1990,1,0.01,25.21,33.83,16.04
North Central,1990,2,0.31,25.87,35.06,15.17
North Central,1990,3,0.23,27.12,36.53,16.8
North Central,1990,4,3.17,28.49,36.22,23.27
North Central,1990,5,4.71,26.74,32.4,22.36
North Central,1990,6,4.81,26.48,31.98,21.72
North Central,1990,7,6.44,24.95,30.74,20.94
North Central,1990,8,4.76,25.12,31.08,21.14
North Central,1990,9,5.89,25.5,30.76,20.84
North Central,1990,10,3.83,25.89,31.47,19.69
North Central,1990,11,0.39,26.22,32.58,20.65
North Central,1990,12,0.74,26.23,33.72,15.21
North Central,1991,1,0.01,25.27,35.1,12.65
North Central,1991,2,0.41,28.7,37.1,18.52
North Central,1991,3,0.75,29.31,38.27,22.45
North Central,1991,4,3.91,28.2,35.85,22.43
North Central,1991,5,6.62,26.75,32.98,20.72
North Central,1991,6,4.22,26.28,31.92,22.24
North Central,1991,7,10.79,24.93,30.14,21.07
North Central,1991,8,6.13,24.44,29.44,20.66
North Central,1991,9,5.61,25.53,31.11,21.45
North Central,1991,10,2.78,25.31,31.13,20.31
North Central,1991,11,0.05,25.81,32.9,18.49
North Central,1991,12,0.02,23.76,33.9,14.24
North Central,1992,1,0.0,23.31,34.82,10.17
North Central,1992,2,0.02,25.42,35.56,14.26
North Central,1992,3,0.87,28.44,36.81,17.08
North Central,1992,4,3.62,28.14,35.29,23.34
North Central,1992,5,6.08,27.01,33.83,22.78
North Central,1992,6,6.38,25.96,31.2,22.04
North Central,1992,7,8.69,24.62,30.1,21.07
North Central,1992,8,6.46,24.29,29.42,20.71
North Central,1992,9,9.72,24.65,30.85,20.57
North Central,1992,10,3.7,25.48,31.53,20.96
North Central,1992,11,0.4,24.28,32.08,13.66
North Central,1992,12,0.0,23.33,32.37,13.32
North Central,1993,1,0.0,23.01,33.32,11.85
North Central,1993,2,0.17,26.01,36.23,13.45
North Central,1993,3,1.03,27.54,36.23,13.77
North Central,1993,4,1.64,28.18,36.38,22.39
North Central,1993,5,4.9,27.3,33.05,23.29
North Central,1993,6,6.99,26.04,31.3,21.73
North Central,1993,7,8.11,24.84,30.39,21.26
North Central,1993,8,8.66,24.77,30.2,21.15
North Central,1993,9,8.41,25.14,30.56,21.14
North Central,1993,10,4.83,25.83,31.91,21.68
North Central,1993,11,0.76,26.1,31.97,19.78
North Central,1993,12,0.09,24.38,32.33,14.62
North Central,1994,1,0.33,25.11,33.92,14.1
North Central,1994,2,0.22,25.73,34.75,15.33
North Central,1994,3,1.31,28.04,35.79,21.36
North Central,1994,4,4.32,27.77,35.41,21.61
North Central,1994,5,4.82,26.81,32.7,22.65
North Central,1994,6,6.03,26.1,31.36,21.81
North Central,1994,7,8.33,24.94,29.58,21.33
North Central,1994,8,9.57,24.41,29.55,21.28
North Central,1994,9,11.65,24.86,31.03,21.28
North Central,1994,10,9.01,25.41,31.03,20.69
North Central,1994,11,0.52,24.24,30.83,15.7
North Central,1994,12,0.0,22.04,31.57,11.96
North Central,1995,1,0.0,23.99,32.17,14.26
North Central,1995,2,0.48,25.17,33.52,15.24
North Central,1995,3,1.87,27.56,35.04,20.42
North Central,1995,4,4.53,27.67,34.56,22.1
North Central,1995,5,4.79,26.68,32.13,22.43
North Central,1995,6,7.7,26.09,31.14,21.99
North Central,1995,7,11.26,24.83,30.2,20.93
North Central,1995,8,11.73,24.85,29.75,21.49
North Central,1995,9,10.24,25.45,31.1,21.19
North Central,1995,10,5.69,25.75,30.63,21.54
North Central,1995,11,1.08,24.34,31.12,15.83
North Central,1995,12,0.0,24.09,31.65,15.55
North Central,1996,1,0.01,25.12,33.05,16.16
North Central,1996,2,0.54,26.94,34.34,17.73
North Central,1996,3,1.65,27.47,34.24,22.13
North Central,1996,4,2.88,27.52,33.92,22.88
North Central,1996,5,6.18,27.06,33.27,22.01
North Central,1996,6,7.07,25.93,31.21,22.02
North Central,1996,7,7.82,24.91,30.48,20.6
North Central,1996,8,10.76,24.8,30.11,21.0
North Central,1996,9,9.04,25.07,30.68,20.75
North Central,1996,10,3.8,25.28,30.42,18.03
North Central,1996,11,0.05,23.86,31.39,15.58
North Central,1996,12,0.0,23.76,31.12,14.22
North Central,1997,1,0.06,24.34,32.25,13.9
North Central,1997,2,0.0,23.43,33.03,12.69
North Central,1997,3,3.44,26.8,34.79,17.09
North Central,1997,4,3.22,27.0,33.91,22.26
North Central,1997,5,6.33,26.52,31.55,21.95
North Central,1997,6,9.09,25.99,31.45,21.81
North Central,1997,7,6.11,25.22,30.86,20.87
North Central,1997,8,6.32,25.22,30.79,21.11
North Central,1997,9,6.18,26.05,31.26,21.89
North Central,1997,10,2.88,26.42,31.91,22.44
North Central,1997,11,0.62,26.15,32.82,19.15
North Central,1997,12,0.17,24.1,32.21,15.4
North Central,1998,1,0.07,24.1,34.48,12.18
North Central,1998,2,0.17,27.09,36.18,16.36
North Central,1998,3,0.03,28.35,38.72,17.09
North Central,1998,4,4.5,29.17,36.22,24.09
North Central,1998,5,6.16,28.02,32.72,23.27
North Central,1998,6,6.0,26.53,32.2,22.1
North Central,1998,7,6.09,25.59,31.26,21.83
North Central,1998,8,8.74,25.03,31.05,21.24
North Central,1998,9,7.87,25.57,30.8,21.52
North Central,1998,10,2.58,26.28,31.96,19.91
North Central,1998,11,0.0,26.11,33.28,17.56
North Central,1998,12,0.0,24.86,33.56,14.4
North Central,1999,1,0.02,25.55,34.77,13.22
North Central,1999,2,0.11,27.49,35.85,17.33
North Central,1999,3,0.14,29.78,38.3,23.36
North Central,1999,4,0.48,29.82,37.96,23.54
North Central,1999,5,1.03,29.19,37.56,23.87
North Central,1999,6,1.4,27.74,35.71,21.43
North Central,1999,7,1.68,26.59,35.57,21.68
North Central,1999,8,2.44,26.19,33.2,21.68
North Central,1999,9,1.57,26.95,34.27,20.8
North Central,1999,10,2.18,27.28,35.81,21.9
North Central,1999,11,0.06,29.16,38.44,19.83
North Central,1999,12,0.0,27.63,37.7,17.93
North Central,2000,1,0.0,29.0,40.62,18.93
North Central,2000,2,0.0,28.91,39.78,18.06
North Central,2000,3,0.23,30.23,40.6,18.85
North Central,2000,4,2.55,30.28,40.35,24.39
North Central,2000,5,7.02,29.08,39.12,23.23
North Central,2000,6,12.88,25.64,30.52,21.13
North Central,2000,7,12.53,24.83,30.38,20.69
North Central,2000,8,3.45,24.94,30.93,21.35
North Central,2000,9,5.11,25.37,30.66,21.22
North Central,2000,10,9.09,25.79,31.14,20.11
North Central,2000,11,0.82,25.08,32.21,16.11
North Central,2000,12,0.01,23.01,32.42,13.03
North Central,2001,1,0.0,22.76,34.15,12.9
North Central,2001,2,0.0,24.6,35.08,12.96
North Central,2001,3,0.07,28.86,37.33,21.62
North Central,2001,4,3.33,28.26,34.71,22.51
North Central,2001,5,4.74,27.49,33.39,22.9
North Central,2001,6,4.27,26.05,31.41,21.73
North Central,2001,7,3.51,25.57,31.76,21.35
North Central,2001,8,4.3,25.36,30.63,21.26
North Central,2001,9,6.07,25.38,31.27,21.09
North Central,2001,10,2.04,26.15,33.77,20.21
North Central,2001,11,0.51,26.51,35.8,18.97
North Central,2001,12,0.1,26.23,36.7,16.51
North Central,2002,1,0.02,25.36,37.72,15.34
North Central,2002,2,0.0,28.57,40.42,17.3
North Central,2002,3,1.8,29.76,39.21,22.25
North Central,2002,4,5.94,28.54,38.55,23.25
North Central,2002,5,3.38,27.68,33.48,23.05
North Central,2002,6,3.01,26.61,33.04,22.5
North Central,2002,7,8.2,25.99,32.45,21.77
North Central,2002,8,5.42,25.43,30.59,21.44
North Central,2002,9,5.38,25.84,31.86,21.39
North Central,2002,10,4.86,25.78,31.59,19.94
North Central,2002,11,0.04,26.16,34.81,16.41
North Central,2002,12,0.0,25.47,36.25,12.93
North Central,2003,1,0.18,26.17,37.5,14.1
North Central,2003,2,1.67,28.71,39.26,18.85
North Central,2003,3,0.15,29.05,40.57,19.42
North Central,2003,4,4.48,28.4,38.12,23.04
North Central,2003,5,2.34,27.85,35.45,23.04
North Central,2003,6,3.12,26.63,32.41,22.04
North Central,2003,7,5.41,25.55,30.43,21.29
North Central,2003,8,3.96,25.47,30.88,21.99
North Central,2003,9,8.52,25.65,31.97,21.37
North Central,2003,10,5.06,26.54,32.35,21.43
North Central,2003,11,0.23,26.57,35.04,17.87
North Central,2003,12,0.01,25.73,37.06,14.2
North Central,2004,1,0.41,26.96,37.96,18.29
North Central,2004,2,0.0,28.28,40.15,17.6
North Central,2004,3,0.01,30.5,40.21,20.47
North Central,2004,4,4.27,29.48,38.4,24.31
North Central,2004,5,5.52,27.06,33.23,22.45
North Central,2004,6,3.47,26.05,31.43,22.2
North Central,2004,7,5.03,25.23,30.49,21.03
North Central,2004,8,2.39,25.51,30.71,21.4
North Central,2004,9,4.96,25.91,31.46,21.54
North Central,2004,10,1.8,26.41,32.33,21.54
North Central,2004,11,0.16,27.42,36.05,19.15
North Central,2004,12,0.0,27.24,37.76,17.12
North Central,2005,1,0.0,26.56,37.86,15.18
North Central,2005,2,0.22,30.36,40.64,22.05
North Central,2005,3,0.88,30.49,40.76,24.29
North Central,2005,4,1.28,30.63,39.79,24.68
North Central,2005,5,1.27,28.94,38.29,23.51
North Central,2005,6,3.18,27.74,35.33,22.88
North Central,2005,7,2.68,26.31,33.1,21.16
North Central,2005,8,3.27,26.96,35.4,21.94
North Central,2005,9,8.88,26.19,31.49,22.29
North Central,2005,10,2.37,26.33,33.04,21.72
North Central,2005,11,0.13,27.32,38.63,18.8
North Central,2005,12,0.0,28.41,38.64,18.73
North Central,2006,1,0.11,29.15,38.68,20.03
North Central,2006,2,0.31,30.17,39.01,22.92
North Central,2006,3,0.15,30.54,39.89,22.52
North Central,2006,4,1.53,30.55,42.15,24.19
North Central,2006,5,2.85,28.14,35.13,22.85
North Central,2006,6,2.21,27.42,34.74,22.59
North Central,2006,7,4.41,26.72,34.4,22.16
North Central,2006,8,11.34,25.47,30.33,21.77
North Central,2006,9,6.09,25.4,30.94,21.74
North Central,2006,10,1.79,26.84,32.19,21.84
North Central,2006,11,0.07,25.65,35.36,16.4
North Central,2006,12,0.0,25.17,36.11,14.08
North Central,2007,1,0.0,25.13,37.52,13.48
North Central,2007,2,0.16,28.52,38.35,16.81
North Central,2007,3,0.62,30.25,39.66,20.62
North Central,2007,4,1.59,30.48,38.56,24.11
North Central,2007,5,2.74,28.32,35.91,23.16
North Central,2007,6,6.41,26.26,31.5,21.86
North Central,2007,7,5.01,25.47,30.84,20.64
North Central,2007,8,14.1,24.84,30.06,20.99
North Central,2007,9,10.59,25.58,31.27,20.98
North Central,2007,10,4.02,25.85,31.86,21.63
North Central,2007,11,0.18,26.11,33.23,18.43
North Central,2007,12,0.22,24.05,32.85,12.56
North Central,2008,1,0.01,23.62,33.07,12.8
North Central,2008,2,0.07,24.91,34.52,14.7
North Central,2008,3,0.78,28.43,37.07,21.65
North Central,2008,4,1.2,28.53,36.66,22.73
North Central,2008,5,1.76,28.07,36.65,23.22
North Central,2008,6,5.14,26.71,32.94,21.18
North Central,2008,7,8.59,25.26,30.74,21.28
North Central,2008,8,12.12,24.9,29.81,21.05
North Central,2008,9,7.66,25.58,31.21,21.59
North Central,2008,10,3.2,26.31,32.42,19.58
North Central,2008,11,0.02,26.07,33.69,17.27
North Central,2008,12,0.11,25.78,34.05,14.42
North Central,2009,1,0.04,26.41,34.92,15.75
North Central,2009,2,0.02,28.05,36.46,18.11
North Central,2009,3,0.16,28.85,36.97,20.55
North Central,2009,4,6.53,28.03,35.6,23.55
North Central,2009,5,5.06,27.08,32.5,22.24
North Central,2009,6,5.33,26.2,31.75,21.48
North Central,2009,7,5.86,25.81,30.92,21.36
North Central,2009,8,8.67,25.39,30.32,21.46
North Central,2009,9,5.18,25.89,31.14,21.28
North Central,2009,10,5.13,25.96,31.65,21.03
North Central,2009,11,0.51,25.48,32.24,16.07
North Central,2009,12,0.0,25.03,34.07,14.77
North Central,2010,1,0.04,26.38,35.91,16.1
North Central,2010,2,0.21,28.68,37.36,16.27
North Central,2010,3,0.18,29.15,37.66,20.2
North Central,2010,4,1.9,29.35,37.38,23.24
North Central,2010,5,4.45,27.94,33.9,23.2
North Central,2010,6,3.98,26.5,32.25,21.98
North Central,2010,7,8.53,25.31,30.63,21.46
North Central,2010,8,8.13,25.17,30.23,21.15
North Central,2010,9,7.06,25.38,30.84,20.93
North Central,2010,10,4.24,26.03,31.27,21.99
North Central,2010,11,0.93,26.56,33.29,18.53
North Central,2010,12,0.17,24.68,33.77,14.09
North Central,2011,1,0.01,23.89,34.73,12.06
North Central,2011,2,0.41,27.42,36.31,19.61
North Central,2011,3,0.17,28.65,36.89,21.28
North Central,2011,4,1.04,28.43,36.49,21.77
North Central,2011,5,3.7,27.4,33.24,23.07
North Central,2011,6,5.01,26.25,32.9,21.75
North Central,2011,7,6.15,25.69,31.36,20.94
North Central,2011,8,6.55,25.21,30.28,20.9
North Central,2011,9,6.11,25.47,31.06,20.72
North Central,2011,10,3.46,26.0,32.04,20.68
North Central,2011,11,0.07,26.13,33.98,14.69
North Central,2011,12,0.0,24.1,33.63,12.59
North Central,2012,1,0.0,25.79,35.73,14.79
North Central,2012,2,0.26,28.78,36.44,20.93
North Central,2012,3,0.02,28.97,38.06,20.51
North Central,2012,4,2.04,28.86,36.98,22.48
North Central,2012,5,5.55,27.12,34.23,22.71
North Central,2012,6,4.07,26.15,32.01,20.92
North Central,2012,7,7.77,25.14,29.84,21.09
North Central,2012,8,9.14,24.8,30.33,20.75
North Central,2012,9,7.68,25.1,30.33,21.35
North Central,2012,10,5.93,25.97,31.66,21.76
North Central,2012,11,0.5,26.32,33.08,17.67
North Central,2012,12,0.02,24.5,33.78,14.07
North Central,2013,1,0.72,25.69,34.81,14.33
North Central,2013,2,0.71,27.19,35.81,14.66
North Central,2013,3,0.49,29.03,36.95,23.11
North Central,2013,4,1.6,29.0,37.35,23.63
North Central,2013,5,2.38,27.52,33.71,22.8
North Central,2013,6,4.83,26.34,31.89,21.64
North Central,2013,7,5.52,25.29,30.76,21.01
North Central,2013,8,2.99,25.23,30.73,21.19
North Central,2013,9,3.22,25.78,31.36,21.48
North Central,2013,10,1.75,26.83,34.77,21.41
North Central,2013,11,0.11,28.55,37.61,21.38
North Central,2013,12,0.16,27.47,38.17,14.65
North Central,2014,1,0.08,28.47,37.99,18.14
North Central,2014,2,0.2,29.74,39.48,19.02
North Central,2014,3,0.61,30.28,38.47,22.67
North Central,2014,4,3.03,29.25,39.12,23.83
North Central,2014,5,2.49,28.23,35.93,23.29
North Central,2014,6,2.81,27.64,34.62,22.98
North Central,2014,7,3.33,26.68,34.61,21.88
North Central,2014,8,7.31,25.29,30.51,21.26
North Central,2014,9,5.49,25.55,31.49,20.98
North Central,2014,10,3.05,26.37,32.4,21.28
North Central,2014,11,0.39,27.47,36.4,18.81
North Central,2014,12,0.0,27.76,37.54,16.39
North Central,2015,1,0.0,26.63,38.68,12.95
North Central,2015,2,0.26,30.64,39.19,22.23
North Central,2015,3,1.56,29.97,39.33,22.73
North Central,2015,4,0.26,30.27,40.03,20.44
North Central,2015,5,1.75,29.79,38.94,24.05
North Central,2015,6,2.69,27.68,35.64,22.47
North Central,2015,7,6.98,26.14,32.56,21.93
North Central,2015,8,3.93,25.57,30.53,21.81
North Central,2015,9,6.94,25.81,31.66,21.85
North Central,2015,10,2.15,26.79,33.8,22.26
North Central,2015,11,0.32,28.05,37.85,18.15
North Central,2015,12,0.0,25.67,36.75,13.54
North Central,2016,1,0.01,26.96,39.7,15.37
North Central,2016,2,0.0,29.95,40.54,16.96
North Central,2016,3,1.46,31.3,40.14,24.83
North Central,2016,4,2.03,30.59,38.69,24.47
North Central,2016,5,6.78,27.98,38.11,22.0
North Central,2016,6,4.61,26.29,31.73,21.91
North Central,2016,7,8.02,25.53,30.73,21.61
North Central,2016,8,5.26,25.48,30.44,21.47
North Central,2016,9,7.45,25.66,31.61,21.78
North Central,2016,10,4.18,26.36,33.07,20.8
North Central,2016,11,0.02,26.99,35.9,18.5
North Central,2016,12,0.0,26.21,35.74,16.74
North Central,2017,1,0.0,27.35,36.95,16.49
North Central,2017,2,0.0,28.01,38.34,18.25
North Central,2017,3,0.11,31.01,39.91,22.43
North Central,2017,4,1.64,30.04,39.01,21.81
North Central,2017,5,7.18,27.45,33.53,22.58
North Central,2017,6,5.75,26.76,32.53,21.99
North Central,2017,7,4.3,25.8,31.24,21.42
North Central,2017,8,7.87,25.53,31.17,21.63
North Central,2017,9,7.8,25.8,31.02,21.86
North Central,2017,10,2.33,26.65,33.17,20.25
North Central,2017,11,0.0,26.8,34.83,14.94
North Central,2017,12,0.06,26.46,36.49,17.73
North Central,2018,1,0.0,24.67,36.45,12.56
North Central,2018,2,0.77,28.8,38.39,16.59
North Central,2018,3,0.19,30.07,38.71,21.69
North Central,2018,4,0.96,29.75,37.5,24.25
North Central,2018,5,3.82,27.74,34.69,22.89
North Central,2018,6,8.04,26.21,32.55,21.45
North Central,2018,7,5.66,25.62,30.72,21.76
North Central,2018,8,6.55,25.27,31.31,21.86
North Central,2018,9,5.02,25.69,31.29,21.39
North Central,2018,10,3.12,26.49,33.43,21.86
North Central,2018,11,0.14,27.53,36.29,18.09
North Central,2018,12,0.0,26.28,36.61,16.44
North Central,2019,1,0.01,27.3,37.56,17.23
North Central,2019,2,0.14,28.44,38.52,19.81
North Central,2019,3,0.27,30.51,39.91,22.83
North Central,2019,4,0.23,31.59,41.2,24.49
North Central,2019,5,3.48,28.56,35.48,23.85
North Central,2019,6,3.92,26.99,33.94,22.23
North Central,2019,7,4.19,26.17,32.38,21.41
North Central,2019,8,8.84,25.35,30.12,20.74
North Central,2019,9,11.62,25.82,31.07,22.01
North Central,2019,10,7.1,25.53,31.76,21.37
North Central,2019,11,1.26,27.44,33.84,18.81
North Central,2019,12,0.03,25.36,34.1,14.14
North Central,2020,1,0.0,25.0,35.79,12.17
North Central,2020,2,0.0,27.23,38.51,15.37
North Central,2020,3,0.56,29.98,38.98,20.69
North Central,2020,4,3.78,28.57,36.69,21.47
North Central,2020,5,4.28,27.72,34.77,22.68
North Central,2020,6,6.21,26.3,31.4,22.07
North Central,2020,7,9.31,25.23,30.65,21.27
North Central,2020,8,2.88,25.21,31.49,19.12
North Central,2020,9,9.64,25.47,31.0,20.95
North Central,2020,10,5.78,26.21,33.19,20.18
North Central,2020,11,0.18,26.41,34.49,17.2
North Central,2020,12,0.0,26.74,35.59,16.78
North Central,2021,1,0.0,26.5,36.48,16.22
North Central,2021,2,0.05,28.08,38.13,17.1
North Central,2021,3,0.49,29.5,39.24,21.21
North Central,2021,4,2.17,29.2,38.6,21.15
North Central,2021,5,2.78,28.68,37.14,23.71
North Central,2021,6,7.09,26.42,32.08,21.81
North Central,2021,7,4.42,25.63,30.75,21.62
North Central,2021,8,13.71,25.12,30.49,20.81
North Central,2021,9,6.51,25.71,30.45,21.03
North Central,2021,10,6.37,26.5,32.05,21.24
North Central,2021,11,4.39,26.37,32.85,17.19
North Central,2021,12,2.64,23.97,32.4,15.21
North Central,2022,1,1.75,23.69,32.63,12.41
North Central,2022,2,0.3,24.51,35.19,12.7
North Central,2022,3,1.66,27.89,35.27,18.19
North Central,2022,4,3.26,27.48,33.76,22.66
North Central,2022,5,5.58,27.2,33.95,22.36
North Central,2022,6,6.81,25.89,32.19,21.95
North Central,2022,7,3.61,25.54,30.49,21.52
North Central,2022,8,7.64,25.12,30.38,21.32
North Central,2022,9,6.97,25.33,30.52,21.45
North Central,2022,10,5.35,25.92,32.1,18.66
North Central,2022,11,0.05,25.5,33.36,16.21
North Central,2022,12,0.0,23.84,33.37,12.72
North Central,2023,1,0.02,24.83,35.05,12.78
North Central,2023,2,0.69,26.48,35.43,15.24
North Central,2023,3,1.09,28.49,36.87,21.77
North Central,2023,4,1.84,28.7,37.04,22.82
North Central,2023,5,4.51,27.81,34.25,23.04
North Central,2023,6,10.32,26.25,31.63,22.3
North Central,2023,7,7.28,26.42,31.86,22.08
North Central,2023,8,5.28,26.15,31.25,22.34
North Central,2023,9,6.24,26.43,32.32,21.78
North Central,2023,10,4.24,27.07,32.71,22.7
North Central,2023,11,1.8,26.59,33.66,18.52
North Central,2023,12,0.0,25.46,33.95,14.73
North East,1990,1,0.0,25.11,38.21,13.72
North East,1990,2,0.0,24.16,36.81,14.12
North East,1990,3,0.0,27.88,41.97,15.54
North East,1990,4,0.19,33.57,43.63,20.91
North East,1990,5,1.71,32.22,41.77,23.79
North East,1990,6,2.41,31.62,41.74,24.1
North East,1990,7,5.42,27.82,37.87,21.89
North East,1990,8,4.16,27.28,34.91,21.49
North East,1990,9,2.74,27.84,37.33,21.53
North East,1990,10,0.82,28.39,38.59,18.69
North East,1990,11,0.05,28.18,39.05,16.69
North East,1990,12,0.0,26.67,38.31,14.02
North East,1991,1,0.0,24.2,36.84,14.0
North East,1991,2,0.0,28.02,42.21,15.4
North East,1991,3,0.01,30.55,43.41,18.97
North East,1991,4,0.46,33.25,44.59,22.23
North East,1991,5,3.1,31.78,41.82,23.99
North East,1991,6,2.12,31.09,42.39,24.08
North East,1991,7,4.68,27.52,35.31,21.71
North East,1991,8,6.99,25.97,32.59,20.75
North East,1991,9,2.55,27.27,35.71,21.01
North East,1991,10,0.49,28.01,37.2,18.46
North East,1991,11,0.0,26.09,37.16,16.61
North East,1991,12,0.0,22.12,36.17,10.86
North East,1992,1,0.0,21.64,36.53,8.53
North East,1992,2,0.0,23.36,37.72,12.99
North East,1992,3,0.01,29.97,42.06,15.72
North East,1992,4,2.1,31.18,42.91,21.03
North East,1992,5,0.65,32.72,41.88,22.61
North East,1992,6,2.79,30.67,41.1,23.4
North East,1992,7,3.66,27.96,37.03,21.46
North East,1992,8,3.87,26.31,35.18,21.58
North East,1992,9,3.27,27.32,36.52,21.38
North East,1992,10,0.42,28.96,38.53,17.52
North East,1992,11,0.22,25.72,38.11,13.93
North East,1992,12,0.0,22.86,37.33,11.96
North East,1993,1,0.0,21.1,36.28,10.42
North East,1993,2,0.0,24.75,40.08,12.6
North East,1993,3,0.01,29.93,42.49,14.52
North East,1993,4,0.57,32.42,42.08,20.72
North East,1993,5,0.92,33.4,42.64,25.83
North East,1993,6,2.73,30.83,40.77,23.22
North East,1993,7,2.86,29.27,38.75,22.74
North East,1993,8,6.42,26.93,35.41,21.3
North East,1993,9,2.73,27.54,36.36,20.02
North East,1993,10,0.85,28.61,38.29,16.95
North East,1993,11,0.0,27.41,39.1,16.03
North East,1993,12,0.0,24.27,36.86,14.49
North East,1994,1,0.0,23.9,38.12,9.72
North East,1994,2,0.0,25.11,38.09,12.19
North East,1994,3,0.0,30.1,41.9,16.97
North East,1994,4,0.8,32.74,44.45,22.56
North East,1994,5,0.45,33.22,42.7,23.72
North East,1994,6,2.16,30.97,40.25,23.29
North East,1994,7,5.56,27.56,36.2,21.83
North East,1994,8,8.35,25.49,31.59,21.17
North East,1994,9,4.78,26.2,33.02,21.15
North East,1994,10,1.64,27.66,35.21,18.86
North East,1994,11,0.0,23.99,35.4,12.76
North East,1994,12,0.0,21.15,35.4,10.8
North East,1995,1,0.0,21.77,33.88,11.93
North East,1995,2,0.0,23.7,38.8,12.35
North East,1995,3,0.01,30.6,42.41,18.14
North East,1995,4,0.77,32.42,43.66,21.17
North East,1995,5,0.64,32.52,42.92,22.76
North East,1995,6,3.99,30.97,41.94,22.61
North East,1995,7,3.99,27.86,35.49,22.17
North East,1995,8,9.24,26.34,32.89,21.51
North East,1995,9,4.21,26.71,34.08,20.79
North East,1995,10,3.1,27.2,35.12,19.21
North East,1995,11,0.0,24.04,35.29,12.53
North East,1995,12,0.0,23.58,36.26,13.47
North East,1996,1,0.0,23.68,37.02,11.29
North East,1996,2,0.0,26.34,40.2,14.72
North East,1996,3,0.02,30.6,41.42,19.95
North East,1996,4,0.39,32.33,42.19,20.5
North East,1996,5,1.18,33.36,42.45,22.12
North East,1996,6,3.64,30.26,40.64,23.56
North East,1996,7,3.21,28.38,36.68,22.45
North East,1996,8,5.54,26.7,34.89,21.16
North East,1996,9,5.19,26.56,34.45,21.94
North East,1996,10,1.05,27.48,36.07,16.41
North East,1996,11,0.0,23.83,34.96,14.29
North East,1996,12,0.0,23.38,35.48,12.65
North East,1997,1,0.0,23.38,36.65,11.3
North East,1997,2,0.0,23.01,37.53,12.94
North East,1997,3,0.01,29.34,42.06,18.29
North East,1997,4,1.38,31.42,41.77,18.87
North East,1997,5,2.92,30.82,39.93,21.54
North East,1997,6,3.72,29.79,39.87,23.48
North East,1997,7,5.35,27.68,35.15,21.15
North East,1997,8,4.61,27.12,34.5,21.08
North East,1997,9,3.0,28.05,36.7,21.65
North East,1997,10,1.07,29.49,39.21,21.62
North East,1997,11,0.03,27.16,39.17,16.0
North East,1997,12,0.0,23.38,36.52,12.71
North East,1998,1,0.0,22.6,39.22,10.24
North East,1998,2,0.0,26.69,41.53,16.66
North East,1998,3,0.0,28.04,42.44,15.22
North East,1998,4,0.65,33.77,44.82,20.82
North East,1998,5,0.55,34.08,43.71,25.06
North East,1998,6,1.15,31.99,42.18,24.75
North East,1998,7,4.61,29.05,39.51,22.83
North East,1998,8,4.17,27.37,35.56,22.03
North East,1998,9,4.86,27.46,35.82,21.98
North East,1998,10,0.38,29.2,38.94,19.97
North East,1998,11,0.0,27.44,38.42,17.2
North East,1998,12,0.0,24.39,37.74,13.95
North East,1999,1,0.0,23.72,36.91,10.74
North East,1999,2,0.0,28.14,40.14,15.84
North East,1999,3,0.0,30.95,42.54,17.83
North East,1999,4,0.0,33.29,44.39,22.34
North East,1999,5,0.24,34.02,42.81,21.13
North East,1999,6,0.23,32.71,42.2,23.81
North East,1999,7,5.44,28.88,39.23,22.16
North East,1999,8,5.04,26.48,33.5,21.05
North East,1999,9,3.72,27.24,36.08,21.48
North East,1999,10,1.42,28.22,37.67,17.39
North East,1999,11,0.0,26.57,36.73,16.19
North East,1999,12,0.0,22.78,34.58,11.2
North East,2000,1,0.0,24.68,37.94,12.22
North East,2000,2,0.0,23.83,38.41,13.39
North East,2000,3,0.0,28.75,42.18,14.57
North East,2000,4,0.0,33.71,44.57,20.7
North East,2000,5,0.49,33.98,45.34,22.77
North East,2000,6,0.79,31.62,41.37,23.08
North East,2000,7,3.33,28.92,39.84,22.48
North East,2000,8,3.55,28.16,37.34,21.96
North East,2000,9,3.11,28.56,38.58,21.64
North East,2000,10,0.72,28.61,38.59,18.57
North East,2000,11,0.0,26.41,38.73,15.01
North East,2000,12,0.0,22.72,35.14,12.42
North East,2001,1,0.0,21.53,35.18,10.63
North East,2001,2,0.0,24.47,40.89,12.5
North East,2001,3,0.0,29.75,41.66,17.25
North East,2001,4,0.26,33.01,43.84,22.31
North East,2001,5,0.79,33.11,45.27,22.54
North East,2001,6,2.16,31.11,40.97,22.81
North East,2001,7,7.13,28.21,39.69,21.5
North East,2001,8,4.46,26.92,33.25,21.49
North East,2001,9,2.15,27.57,37.7,21.83
North East,2001,10,0.07,28.6,39.44,17.13
North East,2001,11,0.0,26.37,38.51,15.21
North East,2001,12,0.0,24.64,37.96,13.68
North East,2002,1,0.0,21.59,35.03,9.45
North East,2002,2,0.0,25.27,40.87,13.5
North East,2002,3,0.0,30.28,42.15,17.42
North East,2002,4,0.33,34.09,45.43,22.5
North East,2002,5,0.23,33.82,44.76,23.14
North East,2002,6,0.87,32.82,41.56,24.75
North East,2002,7,4.77,30.15,41.15,22.86
North East,2002,8,4.88,27.58,36.29,21.78
North East,2002,9,2.09,29.02,40.54,22.75
North East,2002,10,0.22,29.27,39.86,19.29
North East,2002,11,0.0,27.06,38.82,14.91
North East,2002,12,0.0,23.98,38.78,10.16
